station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0AH40,2019/8/6 07:00,426,58,3.5,25.9,0.92,957.3,-99,0,-99,-99,-99,26.4,,25.7,
C0X280,2019/8/6 07:00,22,161,0.3,28.2,0.86,1000.7,-99,0,-99,-99,-99,28.2,,27,
C0V620,2019/8/6 07:00,18,87,1.3,28.3,0.86,1000.9,-99,0,-99,-99,-99,28.3,,26.8,
C0H960,2019/8/6 07:00,120,187,0.6,28.8,0.87,988.2,-99,0,-99,-99,-99,29.1,,27.9,
C0M530,2019/8/6 07:00,1385,0,0.2,19.9,0.99,862.4,-99,0,-99,-99,-99,20,,19.4,
C0R170,2019/8/6 07:00,26,13,1,27.1,1,1000.2,-99,0,-99,-99,-99,27.1,,25.2,
C0I420,2019/8/6 07:00,305,310,0.5,26.4,0.92,969.4,-99,0,-99,-99,-99,27.2,,25.9,
C0A640,2019/8/6 07:00,241,0,0,25.1,0.95,979.7,-99,0,-99,-99,-99,26.2,,24.6,
C0A930,2019/8/6 07:00,216,108,1,25.8,1,979.2,-99,0.5,-99,-99,-99,25.9,,24.9,
C0F9M0,2019/8/6 07:00,230,122,0.6,28,0.81,977.5,-99,0,-99,-99,-99,28.1,,27.4,
C0AC40,2019/8/6 07:00,1079,78,4.6,19.1,0.96,887.4,-99,1.5,9.9,63,,19.9,,19,
C0AI00,2019/8/6 07:00,188,66,0.7,29.9,0.78,983.1,-99,0,-99,-99,-99,29.9,,26.6,
C0T9M0,2019/8/6 07:00,92,331,1.9,26.9,0.9,994.8,-99,0,-99,-99,-99,26.9,,25.7,
C0K430,2019/8/6 07:00,30,138,2.4,27.6,0.84,1000.4,-99,0,-99,-99,-99,27.6,,26.6,
C0Z170,2019/8/6 07:00,199,0,0.1,27.1,0.95,983.4,-99,0,-99,-99,-99,27.1,,25.3,
C0Z100,2019/8/6 07:00,36,98,0.3,26.9,0.97,1001.9,-99,0,-99,-99,-99,26.9,,25.8,
C0U710,2019/8/6 07:00,1942,0,0,15.7,0.99,804.4,-99,0,-99,-99,-99,16,,14.1,
C0SA30,2019/8/6 07:00,92,24,2.8,28.2,0.76,993.9,-99,0,-99,-99,-99,28.2,,25.3,
C0V500,2019/8/6 07:00,6,38,0.9,29.5,0.83,1000.5,-99,0,-99,-99,-99,29.5,,27.5,
CM0160,2019/8/6 07:00,196,114,0.3,26.8,0.87,986.4,-99,0,-99,-99,-99,27.2,,25.6,
C0V350,2019/8/6 07:00,36,2,1.2,27.6,0.88,1000.1,-99,0,-99,-99,-99,27.6,,25,
C0W120,2019/8/6 07:00,58,214,2.8,26.9,0.96,996,-99,0,-99,-99,-99,27,,26.4,
C0R470,2019/8/6 07:00,103,355,2.1,27.2,0.96,992,-99,0,-99,-99,-99,27.2,,25.5,
C0M770,2019/8/6 07:00,164,174,1.1,28,0.86,984.3,-99,0,-99,-99,-99,28,,27,
C0AI10,2019/8/6 07:00,76,0,0,27.7,0.84,995.4,-99,0,-99,-99,-99,28,,26,
C0V530,2019/8/6 07:00,34,80,1.1,27.5,1,998.7,-99,0,-99,-99,-99,27.5,,25.9,
C0R550,2019/8/6 07:00,38,7,2.3,27.2,0.95,998.9,-99,0,-99,-99,-99,27.2,,25.3,
C0F9L0,2019/8/6 07:00,253,110,0.6,28.2,0.86,974.9,-99,0,-99,-99,-99,28.5,,27.7,
C0A950,2019/8/6 07:00,60,86,6.5,28.2,0.85,998.2,-99,5,-99,-99,-99,28.2,,26.7,
C0R160,2019/8/6 07:00,45,19,0.8,26.1,0.99,997.2,-99,0,-99,-99,-99,26.1,,25,
C0F9S0,2019/8/6 07:00,43,150,1.2,29.3,0.72,998.1,-99,0,-99,-99,-99,29.5,,28.8,
C0M820,2019/8/6 07:00,980,0,0.2,21.8,0.9,898.8,-99,0,-99,-99,-99,21.8,,20.6,
C0G870,2019/8/6 07:00,12,147,1.1,28.9,0.84,1002.2,-99,0,-99,-99,-99,28.9,,27.5,
C0R530,2019/8/6 07:00,16,1,1.8,26.7,0.99,1000.4,-99,0,-99,-99,-99,26.7,,25.5,
C0O840,2019/8/6 07:00,134,73,0.8,26.4,1,987.1,-99,0,-99,-99,-99,26.8,,25.3,
C0A890,2019/8/6 07:00,40,0,0,27,1,999.3,-99,5,-99,-99,-99,27,,25.9,
C0A660,2019/8/6 07:00,97,62,0.3,27.4,0.98,993.1,-99,2,-99,-99,-99,27.4,,25.7,
C0T9H0,2019/8/6 07:00,725,17,5,22.6,0.99,925.9,-99,1,-99,-99,-99,22.6,,21.9,
C0R270,2019/8/6 07:00,51,16,2.6,27.1,0.97,995.4,-99,0,-99,-99,-99,27.1,,25.5,
C0O980,2019/8/6 07:00,18,88,0.7,26.7,0.99,1001.9,-99,0,-99,-99,-99,26.7,,25.5,
C0T9I0,2019/8/6 07:00,152,234,0.4,25.5,0.92,988,-99,0,-99,-99,-99,25.5,,24.6,
C0V760,2019/8/6 07:00,30,73,1.4,28,0.86,1000.1,-99,0,-99,-99,-99,28,,26.4,
C0AG90,2019/8/6 07:00,25,64,0.8,29.9,0.74,1001.9,-99,0,-99,-99,-99,29.9,,28.9,
C0R570,2019/8/6 07:00,37,359,1.9,27.1,1,997.7,-99,0,-99,-99,-99,27.1,,25.5,
C0O900,2019/8/6 07:00,9,102,0.7,27.4,0.99,1002.1,-99,0.5,-99,-99,-99,27.4,,26.1,
C0AD00,2019/8/6 07:00,86,87,1.9,28.6,0.86,995,-99,1,-99,-99,-99,29.2,,27.9,
C0V700,2019/8/6 07:00,24,58,2.2,29.5,0.74,999.2,-99,0,-99,-99,-99,29.5,,27.9,
C0AH00,2019/8/6 07:00,38,55,0.4,28.1,0.96,999.8,-99,0,-99,-99,-99,28.5,,27.4,
C0X080,2019/8/6 07:00,2,0,0,28.1,0.9,1002.4,-99,0,-99,-99,-99,28.1,,26.5,
CM0150,2019/8/6 07:00,11,12,0.8,28.1,0.79,1002,-99,0.5,-99,-99,-99,28.1,,26.2,
C0I480,2019/8/6 07:00,2165,0,0,16.5,0.95,784.7,-99,0,-99,-99,-99,16.5,,13.5,
C0A860,2019/8/6 07:00,362,49,2.5,25.4,0.99,964.5,-99,0,-99,-99,-99,25.7,,25.1,
C0U940,2019/8/6 07:00,25,257,1.8,25.8,0.99,1002.9,-99,5.5,-99,-99,-99,26,,25,
C0S970,2019/8/6 07:00,19,101,1.2,28.9,0.81,1000.5,-99,0,-99,-99,-99,28.9,,26.1,
C0V260,2019/8/6 07:00,126,35,0.4,26.2,0.99,989.4,-99,0,-99,-99,-99,26.2,,25,
C0H990,2019/8/6 07:00,3076,0,0.2,11.7,0.89,703.7,-99,0,-99,-99,-99,11.7,,10,
C0F9K0,2019/8/6 07:00,30,165,1.1,29.6,0.78,998,-99,0,-99,-99,-99,29.7,,29,
C0AH90,2019/8/6 07:00,660,0,0,22.6,0.99,935.1,-99,12,-99,-99,-99,23.3,,22.1,
C0W150,2019/8/6 07:00,42,46,2.4,29.7,0.78,999.6,-99,0,-99,-99,-99,29.7,,28.4,
C0F000,2019/8/6 07:00,273,0,0.2,27.1,1,971.4,-99,0,-99,-99,-99,27.1,,25.9,
C0K410,2019/8/6 07:00,20,135,2,28.1,0.82,999.8,-99,0,-99,-99,-99,28.1,,26.7,
C0R140,2019/8/6 07:00,740,317,0.7,23.3,0.83,925.5,-99,0,-99,-99,-99,23.6,,22.1,
C0V800,2019/8/6 07:00,256,0,0,25.2,0.94,973.3,-99,0,-99,-99,-99,25.3,,24.3,
C0S830,2019/8/6 07:00,288,33,1.9,26.9,0.87,973,-99,0,-99,-99,-99,28.8,,25.2,
C0S920,2019/8/6 07:00,98,11,0.6,27.2,0.86,987.5,-99,1,-99,-99,-99,27.2,,25,
C0V640,2019/8/6 07:00,35,53,1.9,27.5,0.92,999,-99,0,-99,-99,-99,27.6,,26.4,
C0AH80,2019/8/6 07:00,68,40,1.2,26.8,0.91,996.3,-99,0,-99,-99,-99,27.3,,25.9,
C0K250,2019/8/6 07:00,12,141,1.2,28.1,0.85,1001.7,-99,0,-99,-99,-99,28.1,,25.7,
C0I410,2019/8/6 07:00,180,340,0.6,27.1,0.87,982.8,-99,0,-99,-99,-99,27.8,,26,
C0M410,2019/8/6 07:00,245,158,0.5,24.7,1,972.5,-99,0,-99,-99,-99,24.7,,23.9,
C0F9Z0,2019/8/6 07:00,3193,15,3.4,11.5,0.97,694.4,-99,0,-99,-99,-99,11.9,,9.9,
C0G810,2019/8/6 07:00,26,122,1.1,29.9,0.78,999,-99,0,-99,-99,-99,29.9,,28.2,
C0U650,2019/8/6 07:00,442,260,1.5,23.8,0.99,956.7,-99,7.5,-99,-99,-99,24.6,,23.1,
C0D660,2019/8/6 07:00,65,86,2.5,28.2,0.75,996.1,-99,0,-99,-99,-99,29.1,,27.6,
C0E540,2019/8/6 07:00,32,0,0.1,28.5,0.88,999.8,-99,0,-99,-99,-99,28.8,,27.2,
C0W170,2019/8/6 07:00,42,47,3.1,28.3,0.82,999.6,-99,0,-99,-99,-99,28.3,,27.7,
C0Z150,2019/8/6 07:00,27,195,1.1,27.2,0.95,1001.8,-99,0.5,-99,-99,-99,27.2,,26.2,
C0S840,2019/8/6 07:00,22,275,1.2,27.8,0.92,1002,-99,0,-99,-99,-99,27.8,,25.4,
C0H9A0,2019/8/6 07:00,1595,0,0,19.2,0.97,840.5,-99,0,-99,-99,-99,19.2,,18.4,
C0Z300,2019/8/6 07:00,182,8,0.6,25.5,0.99,985.1,-99,8,-99,-99,-99,25.5,,24.6,
C0G730,2019/8/6 07:00,27,139,1,28.1,0.92,1000.7,-99,0,-99,-99,-99,28.1,,27.2,
C0V730,2019/8/6 07:00,33,35,1.9,27.7,0.93,999.6,-99,0,-99,-99,-99,27.7,,26.5,
C0SA00,2019/8/6 07:00,466,307,1.8,24.2,0.98,951.6,-99,0.5,-99,-99,-99,24.2,,22.8,
C0S900,2019/8/6 07:00,27,341,4.6,28.7,0.8,1000.1,-99,0,9.7,356,,28.8,,27.8,
C0C480,2019/8/6 07:00,105,110,0.8,29.1,0.73,992,-99,0,-99,-99,-99,29.1,,28.1,
C0V720,2019/8/6 07:00,15,44,1.9,28.7,0.86,1001.1,-99,0,-99,-99,-99,28.7,,26.8,
C0UA60,2019/8/6 07:00,566,294,2.3,23.5,0.96,942.3,-99,8,-99,-99,-99,23.7,,23,
C0A980,2019/8/6 07:00,11,159,2.1,30.7,0.67,1003,-99,0,-99,-99,-99,30.7,,28.7,
C0C670,2019/8/6 07:00,250,62,0.4,27.5,0.76,976.2,-99,0,-99,-99,-99,27.5,,25.5,
C0K550,2019/8/6 07:00,15,133,0.9,28.5,0.85,1001.5,-99,0,-99,-99,-99,28.5,,26.8,
C0R350,2019/8/6 07:00,35,13,1.8,27.5,-99,997.7,-99,0,-99,-99,-99,28.6,,24.8,
C0T9F0,2019/8/6 07:00,251,0,0.2,25.2,0.97,976.2,-99,1,-99,-99,-99,25.4,,24.6,
C0D390,2019/8/6 07:00,146,0,0,25.8,0.9,985.7,-99,0,-99,-99,-99,27.1,,25.1,
C0E430,2019/8/6 07:00,258,0,0,25.9,0.99,978.1,-99,3.5,-99,-99,-99,26.6,,25.7,
C0O990,2019/8/6 07:00,18,13,0.3,26.8,0.99,1000.6,-99,0,-99,-99,-99,26.8,,25.3,
CM0010,2019/8/6 07:00,68,34,0.6,27.7,-99,997.2,-99,0,-99,-99,-99,27.8,,26.6,
C0K500,2019/8/6 07:00,12,151,1.2,28,0.84,1000.5,-99,0,-99,-99,-99,28.1,,26.9,
C0X260,2019/8/6 07:00,39,135,0.7,27.4,0.86,999.1,-99,0,-99,-99,-99,27.4,,26.3,
C0ACA0,2019/8/6 07:00,25,79,3.3,28.8,0.8,1000.2,-99,0,-99,-99,-99,29,,28.1,
C0X180,2019/8/6 07:00,62,98,1.8,26.3,0.99,995.5,-99,0,-99,-99,-99,26.3,,25.6,
C0F930,2019/8/6 07:00,100,0,0.2,29.6,0.93,991.7,-99,0,-99,-99,-99,29.6,,28.3,
C0I010,2019/8/6 07:00,1562,0,0.2,20.3,0.77,843,-99,0,-99,-99,-99,20.3,,17.5,
C0R190,2019/8/6 07:00,32,143,0.3,26,0.99,998.5,-99,0,-99,-99,-99,26,,24.6,
C0E420,2019/8/6 07:00,19,46,0.4,28.3,0.8,999.3,-99,0,-99,-99,-99,28.9,,27.3,
C0W160,2019/8/6 07:00,49,50,11.3,27.6,0.93,995,-99,0,-99,-99,-99,27.6,,27.4,
C0I460,2019/8/6 07:00,110,0,0.2,28.4,0.85,990.6,-99,0,-99,-99,-99,28.9,,26.9,
C0A9F0,2019/8/6 07:00,35,97,1.3,28.6,0.95,1000.7,-99,0,-99,-99,-99,28.7,,28.1,
C0F9A0,2019/8/6 07:00,425,0,0,27.4,0.87,956,-99,0,-99,-99,-99,27.4,,24.7,
C0O950,2019/8/6 07:00,4,0,0,28.2,0.86,1001.5,-99,0,-99,-99,-99,28.2,,26.9,
C0M760,2019/8/6 07:00,40,163,0.9,28.6,0.81,998.6,-99,0,-99,-99,-99,28.6,,27.1,
C0AH70,2019/8/6 07:00,34,82,2.8,29,0.75,1000.8,-99,0,-99,-99,-99,29.2,,28.3,
C0V250,2019/8/6 07:00,298,61,0.3,24.5,0.99,971,-99,0,-99,-99,-99,24.5,,23.3,
C0U980,2019/8/6 07:00,573,80,1.6,24.2,1,942.9,-99,3,-99,-99,-99,24.2,,23.1,
C0S740,2019/8/6 07:00,289,49,1.9,24.9,0.96,972.6,-99,1,-99,-99,-99,24.9,,24.1,
C0A940,2019/8/6 07:00,49,78,0.6,28.5,0.91,999.6,-99,0,-99,-99,-99,28.5,,27.1,
C0A920,2019/8/6 07:00,196,92,1.9,26.5,1,982.2,-99,1,-99,-99,-99,27,,26.1,
C0T870,2019/8/6 07:00,135,0,0,24.9,0.99,989.2,-99,0,-99,-99,-99,25.5,,24.2,
C0C460,2019/8/6 07:00,482,0,0,25.4,0.75,951.6,-99,0,-99,-99,-99,26.3,,22.9,
C0E520,2019/8/6 07:00,320,-99,-99,26,1,968.5,-99,0.5,-99,-99,-99,26.4,,25.5,
C0T9D0,2019/8/6 07:00,7,350,0.5,27.1,0.99,1003.8,-99,0.5,-99,-99,-99,27.1,,25.5,
C0I390,2019/8/6 07:00,1184,90,1.5,20.6,0.82,879.8,-99,0,-99,-99,-99,21.3,,19.3,
C0B020,2019/8/6 07:00,86,286,1.4,27.9,0.99,993.2,-99,0,-99,-99,-99,27.9,,26.4,
CM0170,2019/8/6 07:00,106,101,1.7,27,0.87,992.1,-99,0,-99,-99,-99,27,,25.5,
C0F860,2019/8/6 07:00,2215,121,0.3,15.6,1,777.4,-99,0,-99,-99,-99,15.6,,13.7,
C0U890,2019/8/6 07:00,116,230,2.1,25.4,0.99,993.4,-99,11,-99,-99,-99,26.6,,25.1,
C0G800,2019/8/6 07:00,15,170,0.9,28.6,0.83,1000.3,-99,0,-99,-99,-99,28.6,,27.6,
C0F850,2019/8/6 07:00,379,227,0.3,25.7,0.96,960.6,-99,0,-99,-99,-99,26.2,,25.4,
C0AH50,2019/8/6 07:00,275,96,4.1,27,0.99,973.5,-99,0,-99,-99,-99,27.3,,26.3,
C0Z160,2019/8/6 07:00,124,4,1.4,25.8,0.95,991.4,-99,0,-99,-99,-99,26.3,,18.9,
C0R540,2019/8/6 07:00,17,11,1.9,27.5,0.87,1000.2,-99,0,-99,-99,-99,27.5,,26.1,
C0K480,2019/8/6 07:00,56,150,0.5,28.6,0.8,996.5,-99,0,-99,-99,-99,28.6,,27.6,
C0H890,2019/8/6 07:00,440,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999,,-999,
C0S770,2019/8/6 07:00,375,146,0.9,26.3,0.88,961.8,-99,0,-99,-99,-99,26.3,,23.6,
C0X230,2019/8/6 07:00,29,136,0.7,27.5,0.89,1000.9,-99,0,-99,-99,-99,27.5,,26.3,
C0R490,2019/8/6 07:00,49,27,1.6,26.6,0.94,997,-99,0,-99,-99,-99,26.6,,25.9,
C0V440,2019/8/6 07:00,27,118,0.8,28,0.79,999.2,-99,0,-99,-99,-99,28,,25.2,
C0SA40,2019/8/6 07:00,200,316,0.6,26.6,0.88,981.8,-99,0,-99,-99,-99,26.6,,24.7,
C0Z280,2019/8/6 07:00,224,0,0.2,24.9,0.99,979.9,-99,0,-99,-99,-99,25.2,,24.5,
C0Z070,2019/8/6 07:00,247,0,0,25,0.99,976.3,-99,0,-99,-99,-99,25,,24.2,
C0T9N0,2019/8/6 07:00,261,351,1.7,25,0.97,975.2,-99,2,-99,-99,-99,25,,24.6,
C0K470,2019/8/6 07:00,97,110,0.8,27.1,0.95,992.1,-99,0,-99,-99,-99,27.1,,25.2,
C0V650,2019/8/6 07:00,28,76,1.7,28.8,0.85,1001.3,-99,0,-99,-99,-99,28.8,,26.4,
C0H9C0,2019/8/6 07:00,3402,91,2,9.9,1,674.9,-99,0,-99,-99,-99,10,,8,
C0U780,2019/8/6 07:00,15,256,2.3,26.4,0.9,1003.2,-99,0,-99,-99,-99,27.4,,25.6,
C0U760,2019/8/6 07:00,22,277,0.8,27,0.99,1003.4,-99,12,-99,-99,-99,27,,24.9,
C0X290,2019/8/6 07:00,10,143,1.2,28.1,0.86,1001.7,-99,0,-99,-99,-99,28.1,,27.3,
C0R420,2019/8/6 07:00,504,71,2.2,23.8,-99,943.5,-99,0,-99,-99,-99,23.8,,22.7,
C0E830,2019/8/6 07:00,37,92,0.6,29.6,0.82,998.4,-99,0,-99,-99,-99,30,,28.7,
C0K330,2019/8/6 07:00,38,185,0.8,28.5,0.78,998.4,-99,0,-99,-99,-99,28.5,,27.1,
C0M660,2019/8/6 07:00,40,161,2.1,28.1,0.8,998.9,-99,0,-99,-99,-99,28.1,,27.1,
C0D580,2019/8/6 07:00,120,0,0,26.5,0.93,989.6,-99,0,-99,-99,-99,26.5,,25.5,
C0R640,2019/8/6 07:00,21,36,2.3,27.4,0.9,1001,-99,0,-99,-99,-99,27.4,,26.5,
C0E810,2019/8/6 07:00,53,164,0.3,27.5,0.95,997.5,-99,0,-99,-99,-99,27.9,,26.7,
C0G830,2019/8/6 07:00,27,152,1.4,28.2,0.89,998.3,-99,0,-99,-99,-99,28.2,,27.2,
C0G750,2019/8/6 07:00,31,125,1.1,27.8,0.83,1000.4,-99,0,-99,-99,-99,28,,26.9,
C0Z270,2019/8/6 07:00,343,0,0.1,24.6,0.98,966.7,-99,3.5,-99,-99,-99,25,,24.4,
C0UA30,2019/8/6 07:00,1397,0,0,19.3,0.99,856.6,-99,2.5,-99,-99,-99,19.9,,18.4,
C0I080,2019/8/6 07:00,536,0,0,25,0.88,947.3,-99,0,-99,-99,-99,25.3,,24.4,
C0UA00,2019/8/6 07:00,392,126,0.3,23.8,0.99,962.6,-99,5.5,-99,-99,-99,24.9,,23.7,
C0AD40,2019/8/6 07:00,32,58,2,28.9,0.75,1000.3,-99,0,-99,-99,-99,28.9,,27.5,
C0S660,2019/8/6 07:00,794,0,0.1,23.5,0.86,919,-99,0,-99,-99,-99,23.5,,20.8,
C0M640,2019/8/6 07:00,155,94,0.6,27.5,0.87,985.7,-99,0,-99,-99,-99,27.5,,25.4,
C0UA10,2019/8/6 07:00,1711,0,0,17.6,1,828.4,-99,1.5,-99,-99,-99,18.6,,16,
C0V770,2019/8/6 07:00,26,58,1.2,27.8,0.99,999.8,-99,0,-99,-99,-99,27.8,,26.1,
C0E730,2019/8/6 07:00,26,53,0.3,28.9,0.77,999.2,-99,0,-99,-99,-99,29.6,,28.2,
C0V810,2019/8/6 07:00,32,48,1.7,29.2,0.8,997.9,-99,0.5,-99,-99,-99,29.3,,27.3,
C0A9C0,2019/8/6 07:00,35,121,3.8,29.1,0.73,1000.1,-99,0,-99,-99,-99,29.5,,28.7,
C0X310,2019/8/6 07:00,9,0,0.2,28.4,0.86,1002.4,-99,0,-99,-99,-99,28.7,,27.5,
C0K280,2019/8/6 07:00,23,123,0.5,28,0.88,1002.5,-99,0,-99,-99,-99,28,,26.7,
C0M650,2019/8/6 07:00,20,134,1.9,28,0.84,1001,-99,0,-99,-99,-99,28,,26.4,
C0S910,2019/8/6 07:00,212,43,5.9,27,0.92,979.9,-99,0,-99,-99,-99,27,,25.6,
C0D570,2019/8/6 07:00,15,0,0,28.5,0.84,1001.8,-99,0,-99,-99,-99,28.5,,26.8,
C0M710,2019/8/6 07:00,15,157,2.4,28.6,0.84,1001.4,-99,0,-99,-99,-99,29.1,,28,
C0V490,2019/8/6 07:00,20,51,1.6,29,0.96,1000.6,-99,0,-99,-99,-99,29,,28,
C0E870,2019/8/6 07:00,34,118,1.2,28.1,0.86,1000.8,-99,0,-99,-99,-99,28.9,,27.4,
C0M800,2019/8/6 07:00,440,0,0.2,23.3,0.97,955.5,-99,0,-99,-99,-99,23.3,,22.5,
C0A560,2019/8/6 07:00,405,0,0,23.1,0.99,959.1,-99,0.5,-99,-99,-99,24.1,,22.7,
C0X190,2019/8/6 07:00,10,0,0,29.3,0.89,1001.1,-99,0,-99,-99,-99,29.3,,27.9,
C0S950,2019/8/6 07:00,415,202,1.1,25.1,0.92,957.3,-99,0,-99,-99,-99,25.1,,23.4,
C0A880,2019/8/6 07:00,6,59,0.5,27,0.97,1002.1,-99,4.5,-99,-99,-99,27,,25.2,
C0I530,2019/8/6 07:00,3014,25,6.9,11.8,0.96,699.6,-99,0,-99,-99,-99,11.8,,9.5,
C0M670,2019/8/6 07:00,43,170,1.4,27.9,0.83,997.5,-99,0,-99,-99,-99,28.1,,27.1,
C0Z061,2019/8/6 07:00,174,0,0.1,25.2,0.99,987.5,-99,0,-99,-99,-99,25.5,,24.9,
C0M730,2019/8/6 07:00,40,0,0.2,27.3,0.98,997.9,-99,0,-99,-99,-99,27.5,,26.3,
C0U750,2019/8/6 07:00,398,85,2,24.3,1,960.5,-99,1.5,-99,-99,-99,24.7,,23.2,
C0A570,2019/8/6 07:00,360,0,0,24.6,0.97,965.2,-99,0,-99,-99,-99,24.6,,23.5,
C0S790,2019/8/6 07:00,236,180,0.5,27.5,0.81,978.3,-99,0,-99,-99,-99,27.5,,23.6,
C0D590,2019/8/6 07:00,143,69,0.7,28.5,0.78,988.5,-99,0,-99,-99,-99,28.5,,26.1,
C0U990,2019/8/6 07:00,31,177,1.1,27.4,0.88,1002.4,-99,9,-99,-99,-99,27.4,,25.9,
C0A970,2019/8/6 07:00,96,44,4.5,27.3,0.95,994.4,-99,5,-99,-99,-99,27.3,,25.2,
CM0110,2019/8/6 07:00,7,131,1.4,28.8,0.75,1002.4,-99,0,-99,-99,-99,28.8,,28.1,
C0S940,2019/8/6 07:00,150,21,1.9,27.9,0.89,986.5,-99,0,-99,-99,-99,27.9,,25.5,
C0X250,2019/8/6 07:00,33,132,0.3,27.7,0.87,999.3,-99,0,-99,-99,-99,27.9,,26.8,
C0K520,2019/8/6 07:00,10,144,2.5,27.7,0.85,1000.9,-99,0,-99,-99,-99,27.7,,26.5,
C0Z200,2019/8/6 07:00,153,0,0.2,25.4,0.99,988.1,-99,0,-99,-99,-99,25.8,,24.9,
C0V740,2019/8/6 07:00,60,354,2.2,25.8,0.95,997.3,-99,0,-99,-99,-99,25.8,,25.2,
C0V790,2019/8/6 07:00,410,23,1.7,23.8,0.97,957.5,-99,0,-99,-99,-99,24,,23.2,
C0G860,2019/8/6 07:00,45,98,0.7,29.7,0.74,996.4,-99,0,-99,-99,-99,29.7,,28.3,
C0F0A0,2019/8/6 07:00,3587,44,1.7,9.3,0.94,662.4,-99,0,-99,-99,-99,10.2,,4.1,
C0Z250,2019/8/6 07:00,1124,314,0.4,20.8,0.99,883.9,-99,0,-99,-99,-99,20.8,,19.9,
C0K440,2019/8/6 07:00,35,130,1.2,28.6,0.79,999.2,-99,0,-99,-99,-99,28.6,,27.3,
C0T900,2019/8/6 07:00,160,257,0.4,26.1,0.85,985.2,-99,0,-99,-99,-99,26.1,,24.4,
C0F9V0,2019/8/6 07:00,525,181,1.1,26.2,0.89,946.1,-99,0,-99,-99,-99,26.5,,25.6,
C0UA20,2019/8/6 07:00,2619,24,0.7,13,1,736.5,-99,0.5,-99,-99,-99,13,,11.4,
C0M850,2019/8/6 07:00,695,0,0,22.8,0.95,926.9,-99,0,-99,-99,-99,23.1,,21.9,
C0G790,2019/8/6 07:00,27,0,0,29,0.87,1001.6,-99,0,-99,-99,-99,29.4,,28.3,
C0C620,2019/8/6 07:00,19,82,2,30.1,0.75,1000.5,-99,0,-99,-99,-99,30.1,,27.8,
C0I360,2019/8/6 07:00,300,5,0.4,26.5,0.88,969.3,-99,0,-99,-99,-99,27.3,,25.8,
C0R370,2019/8/6 07:00,55,0,0,25.1,-99,997.6,-99,0,-99,-99,-99,25.1,,23.5,
C0M810,2019/8/6 07:00,1354,0,0,20,0.97,860,-99,0,-99,-99,-99,20.2,,19.5,
C0AC80,2019/8/6 07:00,40,120,1.6,28,0.82,999.5,-99,0,-99,-99,-99,28.4,,27,
CM0140,2019/8/6 07:00,26,86,1.7,29.2,0.75,1001,-99,0,-99,-99,-99,29.2,,26.8,
C0SA20,2019/8/6 07:00,857,325,1,22.6,1,910.7,-99,0,-99,-99,-99,22.6,,21.2,
C0K490,2019/8/6 07:00,91,0,0,-99,0.8,992.6,-99,0,-99,-99,-99,-99,-99,-99,-99
C0V820,2019/8/6 07:00,441,25,1.1,24.7,0.9,956.8,-99,0,-99,-99,-99,24.7,,23.3,
C0S810,2019/8/6 07:00,65,346,1.6,27.5,0.88,998.4,-99,0,-99,-99,-99,27.5,,25.1,
C0R580,2019/8/6 07:00,10,10,1.9,26.8,1,1001.3,-99,0,-99,-99,-99,26.8,,25.4,
C0Z330,2019/8/6 07:00,488,348,0.3,23.9,0.99,951.9,-99,2,-99,-99,-99,23.9,,22.9,
C0E590,2019/8/6 07:00,40,127,0.6,28,0.95,997.6,-99,0,-99,-99,-99,28.8,,27.3,
C0D540,2019/8/6 07:00,227,0,0,26.2,0.86,979.1,-99,0,-99,-99,-99,26.2,,25,
C0K420,2019/8/6 07:00,42,157,0.9,28.5,0.79,998.1,-99,0,-99,-99,-99,28.5,,27.3,
C0Z180,2019/8/6 07:00,34,34,0.7,27.4,0.86,1000.4,-99,2,-99,-99,-99,27.6,,26.6,
C0AD10,2019/8/6 07:00,27,218,1.4,30,0.7,1000.6,-99,0,-99,-99,-99,30.2,,28.8,
C0M720,2019/8/6 07:00,225,116,0.6,26.7,0.84,978,-99,0,-99,-99,-99,26.7,,25.3,
C0V450,2019/8/6 07:00,51,25,1.6,26.9,0.99,996.8,-99,0,-99,-99,-99,26.9,,25.4,
C0G820,2019/8/6 07:00,29,108,1.1,28.8,1,998.9,-99,0,-99,-99,-99,28.8,,26.8,
C0R590,2019/8/6 07:00,72,24,1.7,25.9,0.99,994.9,-99,0,-99,-99,-99,26,,25.4,
C0A9E0,2019/8/6 07:00,26,152,1.1,30.1,0.72,1001.3,-99,0,-99,-99,-99,30.1,,28.6,
C0R480,2019/8/6 07:00,57,36,2.1,26.6,0.91,996.5,-99,0,-99,-99,-99,26.6,,25.3,
C0X300,2019/8/6 07:00,70,62,0.8,25.8,0.96,995,-99,0,-99,-99,-99,25.8,,24.9,
C0U970,2019/8/6 07:00,7,244,2.4,27.2,0.91,1004.6,-99,5,-99,-99,-99,27.8,,26.1,
C0M750,2019/8/6 07:00,10,170,2.1,28.6,0.83,1001.7,-99,0,-99,-99,-99,28.7,,27.9,
C0I110,2019/8/6 07:00,161,0,0.2,27.4,0.99,985.1,-99,0,-99,-99,-99,27.4,,26,
C0V370,2019/8/6 07:00,74,51,0.4,25.5,1,995.3,-99,0,-99,-99,-99,25.5,,24.6,
